"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Gene9155",7.61440905301051e-171,0.69257239823559,1,1,1.5228818106021e-166
"Gene5388",4.21649666045483e-98,0.609358936596739,1,0.996,8.43299332090965e-94
"Gene4361",5.51597087419635e-91,0.390341350164682,1,1,1.10319417483927e-86
"Gene10982",1.24686411338768e-89,0.531981430944754,1,1,2.49372822677537e-85
"Gene16515",1.36149848690301e-86,0.433956984221841,1,1,2.72299697380602e-82
"Gene7996",2.9152654481757e-83,0.345282901529317,1,1,5.8305308963514e-79
"Gene9314",1.52492715500058e-78,0.395978170519738,1,1,3.04985431000116e-74
"Gene7422",2.46927964468154e-75,0.576933506274055,0.998,0.946,4.93855928936309e-71
"Gene17606",4.80287741254311e-75,0.47378169182159,1,1,9.60575482508623e-71
"Gene724",4.65944289044528e-72,0.426036398164123,1,1,9.31888578089055e-68
"Gene1915",2.47506408236197e-70,0.460670711061824,1,1,4.95012816472393e-66
"Gene11837",3.13055629699631e-69,0.397784579712684,1,1,6.26111259399262e-65
"Gene13504",6.56917044776298e-69,0.386515445688811,1,1,1.3138340895526e-64
"Gene3544",5.14830222540848e-68,0.395245129737613,1,1,1.0296604450817e-63
"Gene19038",1.31972180183333e-67,0.335202651724218,1,1,2.63944360366666e-63
"Gene1643",4.77196141382684e-67,0.388041358202323,1,1,9.54392282765368e-63
"Gene5555",6.19979576092414e-53,0.355197458100644,1,1,1.23995915218483e-48
"Gene5486",6.86810510422355e-53,0.419725135450793,1,1,1.37362102084471e-48
"Gene10559",2.36793248289833e-51,0.385563617546705,1,1,4.73586496579666e-47
"Gene10155",9.53908353670747e-51,0.405066832209512,0.998,0.969,1.90781670734149e-46
